Roll_Number,Student_Name,Gender,English,Kannada,Hindi,Maths,Science,Social
4456, Deeksha Jiwani, F,69,85,74,85,92,83
4457, S.P.Swaroop, M,88,82,91,94,92,94
4458, S. Devi, F,88,85,95,92,95,69
4459, Dean Winchester, M,92,80,73,95,50,87
4460, Krishna Hari, M,70,67,67,51,87,70
4501, Aiswarya Mohan, F,80,63,91,51,54,50
4502, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,60,60,61,64,81,96
4503, Suhasini.M, F,66,70,57,53,85,83
4504, Ashok Kumar, M,96,59,99,59,85,61
4505, Neha Jagga, F,100,91,67,75,96,60
4506, Manohar Sharma, M,78,82,98,87,53,92
4507, S. Devi, F,76,68,62,72,94,76
4508, Prathiban, M,59,92,86,57,77,64
4509, M.K Sharma, M,51,87,56,76,91,94
4510, D.P. Ravi Kiran, M,92,85,57,75,92,65
4511, Shanaya Gurumurthi S, F,85,67,69,68,60,59
4512, lakshmi gopal, M,78,77,56,75,63,51
4513, Pratap kumar, M,50,69,95,58,100,69
4514, G Chitra Shenai, F,84,87,62,99,83,90
4515, Akansha Y, F,53,75,73,95,77,93
4516, Pallavi Singh, F,73,94,52,100,60,97
4517, Paul George, M,99,75,69,75,55,65
4518, Anirudh Mahato, M,79,56,90,91,90,51
4519, Ravichandra S, M,84,53,82,90,77,66
4520, Khasim, M,56,71,59,66,72,91
4521, Sunita rani kumari, F,95,63,67,73,57,61
4522, Deeksha Jiwani, F,61,93,67,76,50,50
4523, vijay kumar t r, M,59,84,83,64,100,100
4524, lalitha kumari, F,71,67,59,57,82,64
4525, Hari Krishnan, M,90,83,60,77,51,54
4526, Prabhanjan, M,63,90,56,82,69,77
4527, gopalkumari k s, F,94,86,68,98,80,52
4528, Sridhar, M,77,77,86,88,61,94
4529, Subhashish Bhattacharjee, M,71,73,75,53,75,67
4530, Bob Joe, M,75,91,50,75,50,83
4531, Anuj Malhotra, M,66,59,90,96,85,79
4532, vijayakanth T.S.V, M,56,59,56,72,50,77
4533, Kumara Krupa Parvath, M,72,97,70,63,64,65
4534, S N Prathap Kumar, M,74,86,81,88,92,55
4535, Neha Mehta, M,84,56,75,75,87,71
4536, A.B.C Sita, F,53,64,55,60,70,74
4537, Swapna.S.P, F,99,91,52,66,69,67
4538, Annand Mukund Rao, M,92,81,84,85,78,70
4539, Tushar Gupta, M,88,96,80,87,75,85
4540, Priya Ram, F,82,57,95,60,67,94
4541, Sachin Sharma, M,74,51,89,98,98,78
4542, Ashok Singh, M,95,91,72,62,89,60
4543, Sam Manny, M,80,58,74,97,71,59
4544, Anand, M,71,68,88,83,64,50
4545, Bernadtette Rostenkowski, F,100,72,59,53,56,100
4546, Krishna Hari, M,74,98,99,73,88,78
4547, Subhash.K.U, M,51,70,92,86,79,78
4548, Indranil Sarkar, M,95,93,69,63,78,60
4549, Hari Krishna, M,100,99,74,94,52,51
4550, Siva Kumar, M,93,67,67,68,88,65
4551, kumar, M,81,81,82,74,85,79
4552, Ravi Kiran, M,82,80,95,73,79,68
4553, Kishan, M,78,50,87,54,86,68
4554, Neha S. Swaminathan, F,64,56,96,90,72,53
4555, Dean Winchester, M,50,95,79,91,100,60
4556, Aby Abraham K, M,50,92,57,67,97,73
4557, Rakesh Kashyap, M,94,98,83,65,65,51
4558, Ankit Saxena, F,82,51,98,61,97,65
4559, Anthony Kumar, M,67,69,51,94,80,98
4560, S.P.Swaroop, M,96,58,80,74,65,67
4601, Hari Krishnan, M,58,79,93,69,73,77
4602, Kumara Krupa Parvath, M,61,67,53,69,83,51
4603, Ashok Singh, M,55,62,90,55,58,67
4604, Priya Ram, F,93,61,90,98,96,55
4605, Rakesh Kashyap, M,59,79,84,71,58,81
4606, M.K Sharma, M,52,88,96,78,78,75
4607, Annand Mukund Rao, M,86,78,75,88,91,88
4608, A.B.C Sita, F,76,71,86,85,61,85
4609, Akansha Y, F,88,81,58,62,83,96
4610, S N Prathap Kumar, M,53,99,88,79,93,82
4611, Sridhar, M,72,81,66,76,73,53
4612, Neha Mehta, M,96,76,65,88,62,67
4613, F A Khan, M,93,95,94,82,86,69
4614, vijayakanth T.S.V, M,63,99,72,57,56,69
4615, Sunil Kumar .K., M,83,52,87,66,57,80
4616, Anand, M,82,53,87,54,64,68
4617, Dean Winchester, M,71,67,100,98,65,90
4618, Pallavi Singh, F,100,74,84,94,99,83
4619, Paul George, M,66,92,54,73,79,50
4620, Neha Jagga, F,81,84,73,96,78,100
4621, Ankit Saxena, F,54,62,78,85,93,70
4622, Hari Krishna, M,60,70,52,60,82,94
4623, Anu Paul, F,61,66,66,59,54,80
4624, Deeksha Jiwani, F,65,100,68,76,76,94
4625, Indranil Sarkar, M,92,73,80,52,83,65
4626, Gayathri K P, F,80,50,100,97,95,59
4627, Swapna.S.P, F,96,86,85,76,78,92
4628, Siva Kumar, M,91,63,59,80,76,63
4629, Kishan, M,86,86,57,98,71,53
4630, D.P. Ravi Kiran, M,74,87,50,84,52,85
4631, Ravichandra S, M,80,84,78,82,50,76
4632, Ravi kishan, M,95,73,98,86,71,73
4633, Shanaya Gurumurthi S, F,53,87,74,77,52,88
4634, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,79,75,91,66,70,93
4635, Priyanka Y, F,57,56,77,100,58,59
4636, Sunita rani kumari, F,56,55,84,98,76,54
4637, Sachin Sharma, M,66,66,82,66,74,76
4638, Khasim, M,75,70,71,75,82,74
4639, Bob Joe, M,92,54,74,50,71,88
4640, Manohar Sharma, M,87,81,57,71,90,98
4641, Aby Abraham K, M,70,69,75,86,68,61
4642, kumar, M,98,97,96,78,74,53
4643, Krishna Hari, M,54,71,73,52,60,85
4644, S.P.Swaroop, M,67,94,89,99,87,84
4645, Anirudh Mahato, M,70,52,75,62,65,94
4646, Neha S. Swaminathan, F,76,91,58,53,79,77
4647, G Chitra Shenai, F,93,53,87,79,78,100
4648, Subhash.K.U, M,76,68,77,95,56,90
4649, gopalkumari k s, F,52,73,55,53,78,83
4650, Anuj Malhotra, M,68,93,77,50,64,88
4651, Prabhanjan, M,82,60,76,50,70,76
4652, Navneet Dubey, M,72,62,67,70,85,54
4653, Sam Manny, M,95,57,74,74,63,68
4654, lakshmi gopal, M,58,67,84,88,94,99
4655, Anthony Kumar, M,92,82,77,71,77,75
4656, Bernadtette Rostenkowski, F,62,95,68,92,99,53
4657, lalitha kumari, F,64,59,57,62,80,77
4658, vijay kumar t r, M,81,83,59,78,50,50
4659, Suhasini.M, F,81,76,66,71,87,86
4660, S. Devi, F,75,85,57,74,66,60
4701, lalitha kumari, F,86,72,100,85,74,98
4702, Kishan, M,78,67,74,69,83,80
4703, Anu Paul, F,81,100,93,98,72,84
4704, Anirudh Mahato, M,76,54,51,94,100,81
4705, gopalkumari k s, F,84,97,98,85,67,97
4706, Hari Krishna, M,78,50,65,56,86,73
4707, A.B.C Sita, F,74,90,54,52,53,86
4708, Neha S. Swaminathan, F,58,92,54,97,55,79
4709, Bernadtette Rostenkowski, F,60,54,79,91,79,65
4710, Aiswarya Mohan, F,69,59,79,51,80,99
4711, Subhashish Bhattacharjee, M,58,87,95,91,97,100
4712, Prathiban, M,92,55,50,79,72,60
4713, Pratap kumar, M,100,91,86,75,63,73
4714, Kumara Krupa Parvath, M,54,60,86,92,75,91
4715, M.K Sharma, M,92,84,67,65,100,79
4716, Ashok Kumar, M,99,74,80,59,89,72
4717, Tushar Gupta, M,80,91,58,95,69,86
4718, D.P. Ravi Kiran, M,83,66,83,99,86,60
4719, Rakesh Kashyap, M,97,71,61,71,55,52
4720, kumar, M,51,94,55,62,63,90
4721, vijay kumar t r, M,80,72,64,97,93,70
4722, Krishna Hari, M,59,87,77,52,71,96
4723, Annand Mukund Rao, M,51,71,100,100,55,53
4724, Sunita rani kumari, F,79,78,65,74,84,77
4725, Sachin Sharma, M,94,53,90,86,59,91
4726, Anuj Malhotra, M,92,96,58,60,77,55
4727, S N Prathap Kumar, M,53,77,83,72,68,66
4728, Neha Mehta, M,50,61,95,50,51,79
4729, Indranil Sarkar, M,50,90,53,53,54,56
4730, G Chitra Shenai, F,70,97,72,70,51,53
4731, Siva Kumar, M,97,62,56,60,60,77
4732, Akansha Y, F,83,84,72,54,58,62
4733, Aby Abraham K, M,93,89,89,82,67,74
4734, Anthony Kumar, M,86,85,69,55,91,96
4735, Deeksha Jiwani, F,88,100,83,76,79,80
4736, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,83,67,70,60,94,70
4737, Anand, M,76,59,50,79,53,89
4738, Hari Krishnan, M,89,50,84,86,91,58
4739, Priyanka Y, F,61,51,61,54,61,61
4740, Sridhar, M,72,81,82,70,87,66
4741, Sunil Kumar .K., M,74,72,80,79,74,95
4742, Bob Joe, M,84,89,72,80,75,70
4743, Sam Manny, M,76,80,91,86,87,51
4744, Suhasini.M, F,62,75,96,78,64,96
4745, Ravi kishan, M,89,59,89,98,52,63
4746, Ravichandra S, M,51,72,52,68,98,81
4747, Paul George, M,82,84,53,71,67,77
4748, S. Devi, F,90,68,80,72,56,99
4749, Ravi Kiran, M,74,69,73,69,77,79
4750, Ashok Singh, M,76,60,93,59,87,99
4751, vijayakanth T.S.V, M,96,52,88,61,50,99
4752, Ankit Saxena, F,95,96,56,65,60,78
4753, Dean Winchester, M,54,55,69,85,55,99
4754, Manohar Sharma, M,61,63,95,94,58,94
4755, Prabhanjan, M,95,70,83,59,85,81
4756, Shanaya Gurumurthi S, F,70,63,92,95,83,53
4757, F A Khan, M,76,60,62,85,66,87
4758, Navneet Dubey, M,50,73,63,97,78,66
4759, Subhash.K.U, M,70,68,66,86,91,79
4760, Gayathri K P, F,91,98,100,64,88,57
4801, Gayathri K P, F,54,55,77,89,63,82
4802, Manohar Sharma, M,88,52,77,94,71,98
4803, Ashok Kumar, M,58,55,76,56,79,92
4804, Rakesh Kashyap, M,88,62,53,61,94,69
4805, Tushar Gupta, M,100,84,74,53,54,78
4806, Aiswarya Mohan, F,58,53,66,51,89,99
4807, Siva Kumar, M,75,79,87,95,55,100
4808, Priyanka Y, F,74,69,90,74,100,90
4809, Sunil Kumar .K., M,90,85,53,51,69,85
4810, Neha S. Swaminathan, F,76,72,65,93,58,98
4811, Subhashish Bhattacharjee, M,79,84,60,95,99,88
4812, D.P. Ravi Kiran, M,92,51,57,74,81,54
4813, vijayakanth T.S.V, M,94,69,99,54,64,86
4814, Krishna Hari, M,92,87,94,76,82,86
4815, Anirudh Mahato, M,76,83,67,58,87,74
4816, Prathiban, M,87,77,64,100,82,100
4817, Ashok Singh, M,78,95,64,90,74,96
4818, Ravi Kiran, M,73,68,63,56,58,92
4819, G Chitra Shenai, F,91,54,55,97,99,82
4820, Shanaya Gurumurthi S, F,73,53,71,59,71,59
4821, Swapna.S.P, F,50,53,95,62,75,84
4822, Ravichandra S, M,100,80,99,53,66,84
4823, Bob Joe, M,54,72,53,70,72,74
4824, A.B.C Sita, F,83,71,74,56,91,99
4825, Prabhanjan, M,73,73,68,74,51,93
4826, Ankit Saxena, F,72,88,53,79,66,70
4827, Neha Jagga, F,75,79,99,78,97,57
4828, Anand, M,67,86,85,87,65,95
4829, Akansha Y, F,83,54,81,50,70,97
4830, F A Khan, M,63,57,98,81,74,67
4831, Paul George, M,61,59,71,71,71,63
4832, Priya Ram, F,85,61,77,71,51,94
4833, Ravi kishan, M,64,66,59,72,59,61
4834, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,96,61,90,57,98,67
4835, Khasim, M,80,53,78,58,70,90
4836, Annand Mukund Rao, M,58,85,78,57,95,60
4837, lalitha kumari, F,100,96,72,59,63,68
4838, Neha Mehta, M,99,63,54,62,66,71
4839, Anthony Kumar, M,76,76,96,92,66,54
4840, Anuj Malhotra, M,93,96,96,95,68,86
4841, S N Prathap Kumar, M,93,88,99,74,64,72
4842, Dean Winchester, M,66,94,54,50,62,92
4843, Sam Manny, M,64,99,94,96,100,83
4844, Suhasini.M, F,76,90,71,67,99,97
4845, Subhash.K.U, M,70,53,83,68,50,82
4846, vijay kumar t r, M,84,71,64,87,88,100
4847, Sridhar, M,93,93,89,50,65,69
4848, Pallavi Singh, F,64,74,89,79,97,97
4849, Kumara Krupa Parvath, M,65,99,72,77,77,89
4850, Hari Krishna, M,79,67,67,88,95,93
4851, S. Devi, F,60,87,87,72,98,80
4852, Sunita rani kumari, F,64,57,66,94,54,98
4853, Anu Paul, F,95,79,100,70,79,63
4854, lakshmi gopal, M,59,58,87,67,88,98
4855, Kishan, M,51,75,51,72,92,89
4856, M.K Sharma, M,89,84,100,76,85,74
4857, kumar, M,94,68,97,70,51,58
4858, Navneet Dubey, M,92,87,98,90,85,100
4859, gopalkumari k s, F,86,67,59,53,50,86
4860, Hari Krishnan, M,84,81,90,77,73,53
5101, vijay kumar t r, M,53,60,79,84,91,50
5102, Indranil Sarkar, M,68,72,99,78,98,66
5103, Neha Mehta, M,68,97,62,52,80,74
5104, F A Khan, M,52,92,55,89,78,83
5105, Anand, M,72,85,50,54,67,80
5106, Subhashish Bhattacharjee, M,60,78,65,84,75,64
5107, Bernadtette Rostenkowski, F,51,61,95,95,78,50
5108, Ashok Kumar, M,75,60,92,84,100,91
5109, Ashok Singh, M,61,87,63,94,84,61
5110, Hari Krishnan, M,73,82,78,86,77,58
5111, Deeksha Jiwani, F,57,100,64,76,54,50
5112, Rakesh Kashyap, M,61,76,95,77,63,66
5113, S N Prathap Kumar, M,77,100,90,72,51,75
5114, Hari Krishna, M,80,96,62,51,80,80
5115, Navneet Dubey, M,57,78,71,91,55,53
5116, Shanaya Gurumurthi S, F,73,87,59,62,51,63
5117, lakshmi gopal, M,94,80,84,56,86,83
5118, Prathiban, M,54,69,70,83,65,50
5119, Tushar Gupta, M,73,56,52,94,50,61
5120, Suhasini.M, F,63,69,70,78,76,64
5121, A.B.C Sita, F,91,68,96,91,99,96
5122, Sunita rani kumari, F,88,93,100,88,95,93
5123, Gayathri K P, F,61,79,97,94,89,95
5124, Neha S. Swaminathan, F,68,67,85,78,100,65
5125, Pallavi Singh, F,54,78,63,88,68,60
5126, Krishna Hari, M,88,58,95,72,90,68
5127, gopalkumari k s, F,59,85,76,55,92,74
5128, Priyanka Y, F,76,92,80,99,78,59
5129, Anthony Kumar, M,54,96,83,82,66,70
5130, Sridhar, M,65,60,74,88,83,99
5131, Kumara Krupa Parvath, M,51,85,55,83,81,83
5132, Ravi Kiran, M,95,87,98,52,83,94
5133, Ravi kishan, M,57,87,84,62,89,58
5134, Sunil Kumar .K., M,98,51,57,57,50,100
5135, kumar, M,50,83,99,75,78,54
5136, Ravichandra S, M,98,95,73,74,53,58
5137, Pratap kumar, M,68,62,73,67,61,96
5138, Anu Paul, F,75,70,89,57,81,82
5139, Paul George, M,78,65,61,61,90,71
5140, G Chitra Shenai, F,79,62,76,51,94,56
5141, Anirudh Mahato, M,61,57,76,58,70,80
5142, Annand Mukund Rao, M,98,88,78,51,53,85
5143, D.P. Ravi Kiran, M,62,100,70,75,70,57
5144, Subhash.K.U, M,97,90,83,91,51,69
5145, Ankit Saxena, F,94,53,88,81,54,74
5146, Bob Joe, M,63,63,70,95,50,50
5147, vijayakanth T.S.V, M,50,61,65,59,52,50
5148, Sachin Sharma, M,92,97,98,53,73,76
5149, Aby Abraham K, M,98,85,91,67,74,72
5150, Aiswarya Mohan, F,64,98,75,82,64,75
5151, Khasim, M,72,67,72,72,55,62
5152, Kishan, M,65,76,66,62,75,78
5153, Swapna.S.P, F,70,100,63,59,80,89
5154, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,84,70,77,66,58,66
5155, Akansha Y, F,65,95,92,64,66,73
5156, Anuj Malhotra, M,85,77,92,67,76,98
5157, S. Devi, F,60,76,50,78,92,59
5158, Dean Winchester, M,74,65,77,62,82,80
5159, Priya Ram, F,78,81,79,80,57,83
5160, M.K Sharma, M,86,73,64,67,59,51
5201, Neha Mehta, M,100,87,70,63,76,68
5202, Sunita rani kumari, F,77,74,70,70,57,62
5203, Ravi Kiran, M,66,57,66,85,85,86
5204, Priyanka Y, F,63,57,71,59,64,70
5205, Neha S. Swaminathan, F,81,71,51,57,74,71
5206, Paul George, M,72,76,75,50,54,73
5207, Pallavi Singh, F,51,92,77,71,98,61
5208, Hari Krishnan, M,59,95,89,71,76,74
5209, Bob Joe, M,98,80,76,92,98,86
5210, Annand Mukund Rao, M,58,77,58,66,65,79
5211, Siva Kumar, M,57,60,78,87,76,85
5212, Sachin Sharma, M,85,100,70,72,53,86
5213, M.K Sharma, M,87,71,50,81,87,78
5214, Shanaya Gurumurthi S, F,75,54,52,89,54,71
5215, D.P. Ravi Kiran, M,84,66,92,81,88,58
5216, Aby Abraham K, M,93,83,62,50,73,68
5217, Ravi kishan, M,73,50,65,81,94,50
5218, Akansha Y, F,83,64,50,97,65,79
5219, Bernadtette Rostenkowski, F,95,95,63,85,88,94
5220, gopalkumari k s, F,63,86,77,85,90,76
5221, Anuj Malhotra, M,85,84,87,86,90,70
5222, kumar, M,55,58,100,100,56,56
5223, Swapna.S.P, F,92,70,64,57,53,73
5224, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,74,64,57,63,82,53
5225, Indranil Sarkar, M,61,62,64,84,54,67
5226, Sunil Kumar .K., M,87,96,51,65,94,98
5227, Anirudh Mahato, M,94,66,89,78,95,63
5228, S N Prathap Kumar, M,78,74,59,86,51,53
5229, Prabhanjan, M,59,92,59,84,97,77
5230, Subhash.K.U, M,88,92,90,79,75,94
5231, Navneet Dubey, M,51,73,68,70,74,67
5232, Priya Ram, F,83,55,78,91,56,65
5233, Prathiban, M,89,51,93,74,82,89
5234, F A Khan, M,50,93,99,100,91,53
5235, Ashok Kumar, M,53,56,100,56,93,64
5236, Gayathri K P, F,84,84,54,89,50,54
5237, Ravichandra S, M,50,50,52,100,63,50
5238, Sridhar, M,90,59,78,69,83,70
5239, Neha Jagga, F,76,78,85,54,63,87
5240, Aiswarya Mohan, F,65,71,84,62,71,97
5241, A.B.C Sita, F,72,88,58,75,89,50
5242, Rakesh Kashyap, M,64,69,95,96,67,89
5243, Manohar Sharma, M,81,58,62,50,98,68
5244, vijayakanth T.S.V, M,100,68,59,73,79,96
5245, Khasim, M,63,61,77,61,80,85
5246, Sam Manny, M,99,96,87,59,78,90
5247, Anu Paul, F,64,83,81,54,100,53
5248, Pratap kumar, M,90,97,62,74,84,72
5249, Kumara Krupa Parvath, M,74,89,73,51,86,59
5250, Tushar Gupta, M,75,89,62,100,58,93
5251, Anand, M,81,57,69,68,79,78
5252, Ashok Singh, M,94,63,82,84,53,75
5253, Krishna Hari, M,62,77,85,79,94,68
5254, G Chitra Shenai, F,92,55,84,51,92,55
5255, S.P.Swaroop, M,54,73,92,64,96,65
5256, vijay kumar t r, M,59,81,52,76,94,86
5257, lakshmi gopal, M,69,51,54,50,88,98
5258, Hari Krishna, M,75,89,54,81,78,61
5259, Dean Winchester, M,74,70,71,82,79,91
5260, Suhasini.M, F,72,79,61,56,81,55
5301, Sunita rani kumari, F,56,79,91,87,100,53
5302, Ashok Kumar, M,71,53,89,52,66,53
5303, Akansha Y, F,51,83,55,67,67,93
5304, vijay kumar t r, M,81,89,86,50,62,76
5305, Paul George, M,93,80,91,67,90,72
5306, Pallavi Singh, F,84,100,56,50,58,51
5307, Bob Joe, M,66,68,77,55,67,87
5308, Neha Mehta, M,65,52,95,91,57,92
5309, Gayathri K P, F,59,54,93,88,88,59
5310, vijayakanth T.S.V, M,58,88,74,61,78,88
5311, lakshmi gopal, M,52,88,92,76,84,63
5312, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,54,69,70,59,59,72
5313, Swapna.S.P, F,65,54,91,60,84,96
5314, A.B.C Sita, F,86,100,66,84,71,62
5315, M.K Sharma, M,88,95,91,77,59,99
5316, Manohar Sharma, M,59,63,60,70,80,60
5317, gopalkumari k s, F,60,63,69,87,96,66
5318, Anu Paul, F,88,72,68,79,96,72
5319, D.P. Ravi Kiran, M,53,72,75,90,90,70
5320, Ankit Saxena, F,52,75,73,52,59,50
5321, Priya Ram, F,56,96,74,55,67,68
5322, Sunil Kumar .K., M,91,64,77,61,78,76
5323, Ashok Singh, M,71,59,53,58,83,64
5324, Sachin Sharma, M,64,95,60,80,69,59
5325, Kumara Krupa Parvath, M,100,100,90,81,99,60
5326, Prabhanjan, M,88,60,87,59,85,92
5327, S N Prathap Kumar, M,69,71,100,66,66,69
5328, Pratap kumar, M,51,71,65,73,95,96
5329, Subhash.K.U, M,84,55,58,100,58,56
5330, Dean Winchester, M,52,57,78,56,91,86
5331, Ravichandra S, M,72,63,60,94,86,83
5332, Annand Mukund Rao, M,83,68,59,57,76,51
5333, Rakesh Kashyap, M,81,63,78,67,64,60
5334, Indranil Sarkar, M,86,84,70,84,75,73
5335, Ravi kishan, M,73,67,62,55,62,58
5336, Anuj Malhotra, M,63,80,65,58,63,55
5337, Anirudh Mahato, M,92,70,50,96,51,77
5338, Sridhar, M,85,83,50,51,67,84
5339, lalitha kumari, F,60,69,58,87,96,79
5340, Siva Kumar, M,82,59,83,56,60,84
5341, Deeksha Jiwani, F,69,93,68,96,100,94
5342, Ravi Kiran, M,86,92,89,92,99,91
5343, G Chitra Shenai, F,70,52,93,52,74,94
5344, Hari Krishnan, M,53,96,53,67,64,52
5345, Neha Jagga, F,65,55,91,84,98,66
5346, Aby Abraham K, M,65,59,92,96,62,98
5347, S.P.Swaroop, M,81,68,51,58,82,54
5348, Navneet Dubey, M,60,55,83,79,57,90
5349, Shanaya Gurumurthi S, F,90,85,85,91,56,70
5350, Suhasini.M, F,85,82,50,82,95,80
5351, Anand, M,80,59,79,67,55,94
5352, Neha S. Swaminathan, F,60,94,66,85,90,80
5353, Priyanka Y, F,66,52,75,56,75,91
5354, F A Khan, M,91,61,72,56,54,54
5355, Tushar Gupta, M,81,55,67,84,54,84
5356, Kishan, M,99,88,71,81,56,89
5357, Prathiban, M,78,97,81,80,88,79
5358, Subhashish Bhattacharjee, M,51,81,83,64,87,55
5359, Bernadtette Rostenkowski, F,78,54,50,80,83,60
5360, Khasim, M,62,65,54,51,57,99
5401, Hari Krishna, M,54,74,89,56,86,56
5402, Rakesh Kashyap, M,80,100,82,95,69,76
5403, Kishan, M,71,100,79,67,76,96
5404, S N Prathap Kumar, M,98,83,82,97,54,93
5405, Ravi Kiran, M,70,60,67,75,51,63
5406, Subhashish Bhattacharjee, M,71,77,90,75,59,84
5407, kumar, M,76,60,52,79,91,99
5408, Bob Joe, M,97,58,61,60,75,97
5409, Khasim, M,65,54,69,92,80,62
5410, Ravichandra S, M,72,80,85,64,79,93
5411, D.P. Ravi Kiran, M,73,56,51,75,83,72
5412, Anirudh Mahato, M,65,50,57,67,61,92
5413, Akansha Y, F,94,53,70,50,96,74
5414, Indranil Sarkar, M,64,63,74,56,50,87
5415, Siva Kumar, M,85,54,82,77,53,52
5416, Neha Mehta, M,80,81,80,82,53,83
5417, Annand Mukund Rao, M,78,67,57,75,55,82
5418, M.K Sharma, M,61,63,58,88,71,71
5419, Pratap kumar, M,74,51,54,62,87,69
5420, Sachin Sharma, M,57,86,58,50,94,91
5421, Neha Jagga, F,88,60,73,52,76,53
5422, Ankit Saxena, F,94,70,91,61,84,75
5423, S. Devi, F,63,52,85,65,63,68
5424, Paul George, M,67,75,80,77,67,60
5425, vijayakanth T.S.V, M,78,55,67,74,77,63
5426, Krishna Hari, M,94,90,98,58,99,63
5427, Prabhanjan, M,98,90,56,100,99,58
5428, lalitha kumari, F,94,96,73,63,59,69
5429, Sunil Kumar .K., M,83,97,64,92,88,60
5430, Ashok Kumar, M,60,100,76,53,68,77
5431, Suhasini.M, F,92,85,56,91,91,54
5432, Sridhar, M,59,86,61,95,50,50
5433, Ashok Singh, M,63,59,64,87,53,52
5434, A.B.C Sita, F,79,53,57,66,62,83
5435, Dean Winchester, M,93,94,100,96,98,87
5436, Ravi kishan, M,74,88,73,50,50,71
5437, S.P.Swaroop, M,83,70,80,87,92,56
5438, Tushar Gupta, M,96,71,83,78,96,77
5439, Aby Abraham K, M,92,71,62,79,62,96
5440, F A Khan, M,82,69,66,95,91,65
5441, Shanaya Gurumurthi S, F,59,97,88,70,54,54
5442, vijay kumar t r, M,86,89,67,76,63,88
5443, Bernadtette Rostenkowski, F,100,87,58,53,87,68
5444, Sam Manny, M,98,50,74,78,69,68
5445, Priya Ram, F,59,67,60,57,78,77
5446, Anthony Kumar, M,84,51,56,94,94,69
5447, Neha S. Swaminathan, F,72,98,57,58,74,86
5448, Anuj Malhotra, M,63,86,64,55,53,60
5449, Navneet Dubey, M,55,81,89,65,70,72
5450, Hari Krishnan, M,75,84,76,64,98,88
5451, Anu Paul, F,60,51,96,63,86,88
5452, gopalkumari k s, F,79,55,79,97,73,54
5453, Gayathri K P, F,83,96,74,82,74,67
5454, Prathiban, M,87,65,63,86,92,60
5455, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,61,59,89,63,72,54
5456, Kumara Krupa Parvath, M,65,58,87,64,99,94
5457, Aiswarya Mohan, F,95,69,93,54,63,83
5458, G Chitra Shenai, F,90,60,55,91,60,88
5459, Pallavi Singh, F,75,60,91,89,95,70
5460, Swapna.S.P, F,82,59,92,55,70,65
5501, M.K Sharma, M,100,67,89,68,77,51
5502, Sridhar, M,71,73,97,71,88,63
5503, Shanaya Gurumurthi S, F,91,92,72,92,58,95
5504, Hari Krishna, M,57,76,79,97,99,81
5505, Kumara Krupa Parvath, M,86,96,60,53,76,83
5506, gopalkumari k s, F,60,100,95,68,56,96
5507, Neha Mehta, M,98,83,92,87,52,90
5508, S. Devi, F,98,59,80,60,67,96
5509, Paul George, M,85,98,77,76,100,79
5510, Akansha Y, F,52,80,56,58,84,72
5511, Manohar Sharma, M,72,71,52,81,74,91
5512, Anirudh Mahato, M,78,84,53,52,87,64
5513, Ashok Kumar, M,78,91,77,66,63,75
5514, Kishan, M,54,78,94,59,75,92
5515, Anu Paul, F,69,91,65,54,99,91
5516, Dean Winchester, M,68,79,81,83,83,66
5517, Neha S. Swaminathan, F,66,81,89,90,77,94
5518, kumar, M,78,100,77,75,70,75
5519, Anuj Malhotra, M,67,82,72,69,91,94
5520, Anthony Kumar, M,67,91,78,90,88,63
5521, Prathiban, M,69,56,91,78,82,52
5522, Ravi Kiran, M,93,80,53,82,71,87
5523, lakshmi gopal, M,74,68,68,95,91,80
5524, F A Khan, M,85,85,88,72,88,52
5525, Ravichandra S, M,88,61,75,92,98,87
5526, vijay kumar t r, M,99,74,68,65,80,92
5527, A.B.C Sita, F,66,67,66,71,56,60
5528, Priya Ram, F,69,63,52,99,50,93
5529, Indranil Sarkar, M,54,59,76,53,91,75
5530, Navneet Dubey, M,73,89,53,64,63,68
5531, Hari Krishnan, M,80,96,87,57,55,95
5532, Priyanka Y, F,65,53,81,90,73,82
5533, Deeksha Jiwani, F,71,50,88,91,80,84
5534, S.P.Swaroop, M,95,95,68,57,84,98
5535, Bob Joe, M,99,54,87,66,91,66
5536, Subhash.K.U, M,94,67,56,79,70,94
5537, Ashok Singh, M,73,87,56,96,60,79
5538, Annand Mukund Rao, M,58,85,82,60,88,85
5539, lalitha kumari, F,95,71,74,91,93,67
5540, Gayathri K P, F,99,87,67,59,56,69
5541, Suhasini.M, F,67,74,61,69,51,66
5542, Rakesh Kashyap, M,58,63,51,95,92,81
5543, Bernadtette Rostenkowski, F,54,98,97,88,60,77
5544, D.P. Ravi Kiran, M,86,63,65,97,98,64
5545, Ravi kishan, M,69,94,90,79,76,87
5546, Neha Jagga, F,87,99,89,89,86,98
5547, Anand, M,100,53,74,51,78,75
5548, G Chitra Shenai, F,77,91,69,95,84,89
5549, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,63,79,78,59,82,71
